No,SN Tyre,Reg Unit,Tanggal Pengecekan,PIC,Suhu luar ruangan,Suhu Tyre,Aktual (PSI),Remedy PSI,Kondisi,Remark
1023,ABA 220307,ABA6101,3/10/2023 13:30,ARIYANTO,32,33,135,,,
1024,ABA 220302,ABA6101,3/10/2023 13:30,ARIYANTO,32,31,130,5,,
1025,ABA 2202015,ABA6101,3/10/2023 13:30,ARIYANTO,32,31,135,,,
1026,ABA 211206,ABA6101,3/10/2023 13:30,ARIYANTO,32,33,130,5,,
1027,ABA H02002,719,3/10/2023 13:30,ARIYANTO,33,34,100,,,
1028,ABA H02001,719,3/10/2023 13:30,ARIYANTO,33,36,100,,,
1029,ABA 01420-2,719,3/10/2023 13:30,ARIYANTO,33,33,120,,,
1030,ABA 10420-2,719,3/10/2023 13:30,ARIYANTO,33,29,110,10,,
1031,ABA 07420-2,719,3/10/2023 13:30,ARIYANTO,33,31,115,5,,
1032,ABA 01120-2,719,3/10/2023 13:30,ARIYANTO,33,37,115,5,,
1033,ABA 201114-1 EKS,719,3/10/2023 13:30,ARIYANTO,33,33,120,,,
1034,ABA 210116 EKS,719,3/10/2023 13:30,ARIYANTO,33,35,115,5,,
1035,ABA 09420-2,719,3/10/2023 13:30,ARIYANTO,33,31,110,10,,
1036,ABA 04420-2,719,3/10/2023 13:30,ARIYANTO,33,37,120,,,
1037,ABA 220618,ABA692,3/11/2023 8:26,OBETH PARABAK,27,39,105,5,,
1038,ABA 20901,ABA692,3/11/2023 8:26,OBETH PARABAK,27,40,105,5,,
1039,ABA 221109,ABA692,3/11/2023 8:26,OBETH PARABAK,27,34,120,,,
1040,ABA 221113,ABA692,3/11/2023 8:26,OBETH PARABAK,27,38,125,,,
1041,ABA 220413,ABA692,3/11/2023 8:26,OBETH PARABAK,27,46,130,,,
1042,ABA 220807,ABA692,3/11/2023 8:26,OBETH PARABAK,27,37,125,,,
1043,ABA 220812,ABA692,3/11/2023 8:26,OBETH PARABAK,27,47,130,,,
1044,ABA 220706,ABA692,3/11/2023 8:26,OBETH PARABAK,27,35,135,,,
1045,ABA 220624,ABA694,3/11/2023 9:13,OBETH PARABAK,28,38,110,,,
1046,ABA 220623,ABA694,3/11/2023 9:13,OBETH PARABAK,28,38,110,,,
1047,ABA 221005 BS,ABA694,3/11/2023 9:13,OBETH PARABAK,28,37,125,,,
1048,ABA 221006,ABA694,3/11/2023 9:13,OBETH PARABAK,28,47,125,,,
1049,ABA 220724,ABA694,3/11/2023 9:13,OBETH PARABAK,28,41,125,,,
1050,ABA 220806,ABA694,3/11/2023 9:13,OBETH PARABAK,28,37,120,,,
1051,ABA 220725,ABA694,3/11/2023 9:13,OBETH PARABAK,28,41,125,,,
1052,ABA 221110,ABA694,3/11/2023 9:13,OBETH PARABAK,28,45,115,5,,
1053,ABA 221114,ABA694,3/11/2023 9:13,OBETH PARABAK,28,37,125,,,
1054,ABA 220311,ABA693,3/11/2023 7:19,OBETH PARABAK,26,31,105,5,,
1055,ABA 220312,ABA693,3/11/2023 7:19,OBETH PARABAK,26,32,110,,,
1056,ABA 220730,ABA693,3/11/2023 7:19,OBETH PARABAK,26,30,115,5,,
1057,ABA 221138,ABA693,3/11/2023 7:19,OBETH PARABAK,26,31,135,,,
1058,ABA 220906,ABA693,3/11/2023 7:19,OBETH PARABAK,26,35,120,,,
1059,ABA 221007,ABA693,3/11/2023 7:19,OBETH PARABAK,26,31,120,,,
1060,ABA 220601,ABA693,3/11/2023 7:19,OBETH PARABAK,26,30,120,,,
1061,ABA 220701,ABA693,3/11/2023 7:19,OBETH PARABAK,26,36,120,,,
1062,ABA 221122,ABA693,3/11/2023 7:19,OBETH PARABAK,26,44,135,,,
1063,ABA 220912,ABA693,3/11/2023 7:19,OBETH PARABAK,26,32,120,,,
1064,ABA 220609,ABA696,3/12/2023 8:54,OBETH PARABAK,27,35,120,,,
1065,ABA 221132,ABA696,3/12/2023 8:54,OBETH PARABAK,27,44,135,,,
1066,ABA 220401,ABA696,3/12/2023 8:54,OBETH PARABAK,27,45,130,,,
1067,ABA 220717,ABA696,3/12/2023 8:54,OBETH PARABAK,27,37,125,,,
1068,ABA220712,ABA696,3/12/2023 8:54,OBETH PARABAK,27,36,120,,,
1069,ABA 211021,ABA696,3/12/2023 8:54,OBETH PARABAK,27,37,135,,,
1070,ABA 220905,ABA696,3/12/2023 8:54,OBETH PARABAK,27,36,130,,,
1071,ABA 230209,ABA697,3/12/2023 7:43,OBETH PARABAK,26,29,105,5,,
1072,ABA 230210,ABA697,3/12/2023 7:43,OBETH PARABAK,26,29,90,15,,
1073,ABA 211023,ABA697,3/12/2023 7:43,OBETH PARABAK,26,28,120,,,
1074,ABA 221108,ABA697,3/12/2023 7:43,OBETH PARABAK,26,28,115,5,,
1075,ABA 221107,ABA697,3/12/2023 7:43,OBETH PARABAK,26,29,115,5,,
1076,ABA 221103,ABA6104,3/12/2023 7:16,OBETH PARABAK,26,26,105,5,,
1077,ABA 220619,ABA6104,3/12/2023 7:16,OBETH PARABAK,26,26,105,5,,
1078,ABA 221130,ABA6104,3/12/2023 7:16,OBETH PARABAK,26,27,135,,,
1079,ABA 221128,ABA6104,3/12/2023 7:16,OBETH PARABAK,26,29,135,,,
1080,ABA 221126,ABA6104,3/12/2023 7:16,OBETH PARABAK,26,30,135,,,
1081,ABA 221139,ABA6104,3/12/2023 7:16,OBETH PARABAK,26,28,135,,,
1082,ABA 221125,ABA6104,3/12/2023 7:16,OBETH PARABAK,26,29,130,5,,
1083,ABA 221123,ABA6104,3/12/2023 7:16,OBETH PARABAK,26,28,135,,,
1084,ABA 220617,ABA699,3/13/2023 9:54,OBETH PARABAK,27,35,110,,,
1085,ABA 220616,ABA699,3/13/2023 9:54,OBETH PARABAK,27,35,110,,,
1086,ABA 220908,ABA699,3/13/2023 9:54,OBETH PARABAK,27,34,125,,,
1087,ABA 221012,ABA699,3/13/2023 9:54,OBETH PARABAK,27,41,125,,,
1088,ABA 220802,ABA699,3/13/2023 9:54,OBETH PARABAK,27,39,125,,,
1089,ABA 220801,ABA699,3/13/2023 9:54,OBETH PARABAK,27,33,125,,,
1090,ABA 221115,ABA699,3/13/2023 9:54,OBETH PARABAK,27,35,125,,,
1091,ABA 220719,ABA699,3/13/2023 9:54,OBETH PARABAK,27,41,120,,,
1092,ABA 221011,ABA699,3/13/2023 9:54,OBETH PARABAK,27,44,125,,,
1093,ABA 221002 DT,ABA699,3/13/2023 9:54,OBETH PARABAK,27,33,120,,,
1094,ABA 221105,ABA6105,3/13/2023 9:20,OBETH PARABAK,27,38,115,,,
1095,ABA 221102,ABA6105,3/13/2023 9:20,OBETH PARABAK,27,38,110,,,
1096,ABA 221117,ABA6105,3/13/2023 9:20,OBETH PARABAK,27,35,145,,,
1097,ABA 221118,ABA6105,3/13/2023 9:20,OBETH PARABAK,27,44,145,,,
1098,ABA 221121,ABA6105,3/13/2023 9:20,OBETH PARABAK,27,41,145,,,
1099,ABA 221119,ABA6105,3/13/2023 9:20,OBETH PARABAK,27,36,145,,,
1100,ABA 221129,ABA6105,3/13/2023 9:20,OBETH PARABAK,27,36,145,,,
1101,ABA 221127,ABA6105,3/13/2023 9:20,OBETH PARABAK,27,44,150,,,
1102,ABA 221120,ABA6105,3/13/2023 9:20,OBETH PARABAK,27,45,145,,,
1103,ABA 221149,ABA6105,3/13/2023 9:20,OBETH PARABAK,27,36,145,,,
1104,ABA 220314,ABA698,3/13/2023 9:36,OBETH PARABAK,27,36,110,,,
1105,ABA 220310,ABA698,3/13/2023 9:36,OBETH PARABAK,27,40,110,,,
1106,ABA 221145,ABA698,3/13/2023 9:36,OBETH PARABAK,27,36,130,,,
1107,ABA 221147,ABA698,3/13/2023 9:36,OBETH PARABAK,27,44,130,,,
1108,ABA 221141,ABA698,3/13/2023 9:36,OBETH PARABAK,27,44,140,,,
1109,ABA 221148,ABA698,3/13/2023 9:36,OBETH PARABAK,27,37,135,,,
1110,ABA 221111,ABA698,3/13/2023 9:36,OBETH PARABAK,27,35,120,,,
1111,ABA 221106,ABA698,3/13/2023 9:36,OBETH PARABAK,27,43,120,,,
1112,ABA 220704,ABA698,3/13/2023 9:36,OBETH PARABAK,27,36,120,,,
1113,ABA 221104,ABA6106,3/14/2023 13:26,OBETH PARABAK,31,40,105,5,,
1114,ABA 220904,ABA6106,3/14/2023 13:26,OBETH PARABAK,31,39,105,5,,
1115,ABA 221140,ABA6106,3/14/2023 13:26,OBETH PARABAK,31,36,135,,,
1116,ABA 221133,ABA6106,3/14/2023 13:26,OBETH PARABAK,31,37,140,,,
1117,ABA 221135,ABA6106,3/14/2023 13:26,OBETH PARABAK,31,40,140,,,
1118,ABA 221136,ABA6106,3/14/2023 13:26,OBETH PARABAK,31,36,140,,,
1119,ABA 221004 DT,ABA6106,3/14/2023 13:26,OBETH PARABAK,31,40,120,,,
1120,ABA 221146,ABA6106,3/14/2023 13:26,OBETH PARABAK,31,36,135,,,
1121,ABA 220902,ABA6103,3/15/2023 13:36,OBETH PARABAK,35.9,40,105,5,,
1122,ABA 220615,ABA6103,3/15/2023 13:36,OBETH PARABAK,35.9,41,105,5,,
1123,ABA 220605,ABA6103,3/15/2023 13:36,OBETH PARABAK,35.9,38,125,0,,
1124,ABA 220606,ABA6103,3/15/2023 13:36,OBETH PARABAK,35.9,42,125,0,,
1125,ABA 220728,ABA6103,3/15/2023 13:36,OBETH PARABAK,35.9,47,130,0,,
1126,ABA 220726,ABA6103,3/15/2023 13:36,OBETH PARABAK,35.9,40,130,0,,
1127,ABA 220720,ABA6103,3/15/2023 13:36,OBETH PARABAK,35.9,40,130,0,,
1128,ABA 220722,ABA6103,3/15/2023 13:36,OBETH PARABAK,35.9,41,130,0,,
1129,ABA 221137,ABA6103,3/15/2023 13:36,OBETH PARABAK,35.9,40,145,0,,
1130,ABA 220707,ABA6103,3/15/2023 13:36,OBETH PARABAK,35.9,39,125,0,,
1131,ABA 220621,ABA6102,3/15/2023 14:15,OBETH PARABAK,36.5,44,110,0,,
1132,ABA 220622,ABA6102,3/15/2023 14:15,OBETH PARABAK,36.5,44,115,0,,
1133,ABA 221010,ABA6102,3/15/2023 14:15,OBETH PARABAK,36.5,42,130,0,,
1134,ABA 221008,ABA6102,3/15/2023 14:15,OBETH PARABAK,36.5,51,135,0,,
1135,ABA 221013,ABA6102,3/15/2023 14:15,OBETH PARABAK,36.5,49,130,0,,
1136,ABA 221015,ABA6102,3/15/2023 14:15,OBETH PARABAK,36.5,42,130,0,,
1137,ABA 220607,ABA6102,3/15/2023 14:15,OBETH PARABAK,36.5,41,125,0,,
1138,ABA 221143,ABA6102,3/15/2023 14:15,OBETH PARABAK,36.5,59,155,0,,
1139,ABA 221014,ABA6102,3/15/2023 14:15,OBETH PARABAK,36.5,53,135,0,,
1140,ABA 220716,ABA6102,3/15/2023 14:15,OBETH PARABAK,36.5,41,125,0,,
1141,ABA 230201,310,3/16/2023 14:17,OBETH PARABAK,30.9,31,65,0,,
1142,ABA 221004,310,3/16/2023 14:17,OBETH PARABAK,30.9,35,65,0,,
1143,ABA 221002,310,3/16/2023 14:17,OBETH PARABAK,30.9,31,65,0,,
1144,ABA 221001,310,3/16/2023 14:17,OBETH PARABAK,30.9,35,65,0,,
1145,ABA 221003,310,3/16/2023 14:17,OBETH PARABAK,30.9,31,65,0,,
1146,ABA 220312,ABA693,3/17/2023 8:54,DKW & PAD,26.4,28,100,0,,
1147,ABA 220730,ABA693,3/17/2023 8:54,DKW & PAD,26.4,30,120,0,,
1148,ABA 221138,ABA693,3/17/2023 8:54,DKW & PAD,26.4,27,120,15,,
1149,ABA 220906,ABA693,3/17/2023 8:54,DKW & PAD,26.4,28,115,5,,
1150,ABA 221007,ABA693,3/17/2023 8:54,DKW & PAD,26.4,29,115,5,,
1151,ABA 220601,ABA693,3/17/2023 8:54,DKW & PAD,26.4,30,115,5,,
1152,ABA 221122,ABA693,3/17/2023 8:54,DKW & PAD,26.4,28,120,15,,
1153,ABA 220912,ABA693,3/17/2023 8:54,DKW & PAD,26.4,30,115,5,,
1154,ABA 220315,ABA6101,3/17/2023 16:19,DIKI WAHYUDI,33,36,100,,,
1155,ABA 220316,ABA6101,3/17/2023 16:19,DIKI WAHYUDI,33,35,100,,,
1156,ABA 220810,ABA6101,3/17/2023 16:19,DIKI WAHYUDI,33,34,120,,,
1157,ABA 220914,ABA6101,3/17/2023 16:19,DIKI WAHYUDI,33,36,120,,,
1158,ABA 220703,ABA6101,3/17/2023 16:19,DIKI WAHYUDI,33,35,120,,,
1159,ABA 220702,ABA6101,3/17/2023 16:19,DIKI WAHYUDI,33,39,115,5,,
1160,ABA 220307,ABA6101,3/17/2023 16:19,DIKI WAHYUDI,33,34,135,,,
1161,ABA 220624,ABA694,3/18/2023 7:22,JANRI RANTETAMPANG,27,29,100,,,
1162,ABA 220623,ABA694,3/18/2023 7:22,JANRI RANTETAMPANG,27,28,100,,,
1163,ABA 221005 BS,ABA694,3/18/2023 7:22,JANRI RANTETAMPANG,27,30,105,15,,
1164,ABA 221006,ABA694,3/18/2023 7:22,JANRI RANTETAMPANG,27,27,110,10,,
1165,ABA 220724,ABA694,3/18/2023 7:22,JANRI RANTETAMPANG,27,28,115,5,,
1166,ABA 220806,ABA694,3/18/2023 7:22,JANRI RANTETAMPANG,27,30,115,5,,
1167,ABA 220725,ABA694,3/18/2023 7:22,JANRI RANTETAMPANG,27,27,115,5,,
1168,ABA 221110,ABA694,3/18/2023 7:22,JANRI RANTETAMPANG,27,27,120,,,
1169,ABA 221114,ABA694,3/18/2023 7:22,JANRI RANTETAMPANG,27,29,110,10,,
1170,ABA 220618,ABA692,3/17/2023 14:30,DIKY WAHYUDI,39,44,105,,,
1171,ABA 20901,ABA692,3/17/2023 14:30,DIKY WAHYUDI,39,43,105,,,
1172,ABA 221109,ABA692,3/17/2023 14:30,DIKY WAHYUDI,39,41,125,,,
1173,ABA 221113,ABA692,3/17/2023 14:30,DIKY WAHYUDI,39,39,125,,,
1174,ABA 221144,ABA692,3/17/2023 14:30,DIKY WAHYUDI,39,41,135,,,
1175,ABA 221142,ABA692,3/17/2023 14:30,DIKY WAHYUDI,39,41,135,,,
1176,ABA 230208,ABA6100,3/17/2023 16:08,DIKY WAHYUDI,33,38,100,,,
1177,ABA 230205,ABA6100,3/17/2023 16:08,DIKY WAHYUDI,33,41,100,,,
1178,ABA 220727,ABA6100,3/17/2023 16:08,DIKY WAHYUDI,33,36,125,,,
1179,ABA 220808,ABA6100,3/17/2023 16:08,DIKY WAHYUDI,33,36,120,,,
1180,ABA 220809,ABA6100,3/17/2023 16:08,DIKY WAHYUDI,33,37,120,,,
1181,ABA 230223,ABA6100,3/17/2023 16:08,DIKY WAHYUDI,33,36,125,,,
1182,ABA 230228,ABA6100,3/17/2023 16:08,DIKY WAHYUDI,33,37,125,,,
1183,ABA 220721,ABA6100,3/17/2023 16:08,DIKY WAHYUDI,33,38,125,,,
1184,ABA 221116,ABA6100,3/17/2023 16:08,DIKY WAHYUDI,33,37,120,,,
1185,ABA 230206,720,3/17/2023 13:10,DIKY WAHYUDI,39,36,100,,,
1186,ABA 230207,720,3/17/2023 13:10,DIKY WAHYUDI,39,35,100,,,
1187,ABA 211020,720,3/17/2023 13:10,DIKY WAHYUDI,39,35,135,,,
1188,ABA 211029,720,3/17/2023 13:10,DIKY WAHYUDI,39,34,135,,,
1189,ABA 211030,720,3/17/2023 13:10,DIKY WAHYUDI,39,33,135,,,
1190,ABA 211024,720,3/17/2023 13:10,DIKY WAHYUDI,39,33,135,,,
1191,ABA 211019,720,3/17/2023 13:10,DIKY WAHYUDI,39,35,135,,,
1192,ABA 211027,720,3/17/2023 13:10,DIKY WAHYUDI,39,34,135,,,
1193,ABA 211028,720,3/17/2023 13:10,DIKY WAHYUDI,39,33,135,,,
1194,ABA 211025,720,3/17/2023 13:10,DIKY WAHYUDI,39,33,135,,,
1195,ABA H02002,719,3/17/2023 13:40,PAD,37,34,100,,,
1196,ABA H02001,719,3/17/2023 13:40,PAD,37,31,100,,,
1197,ABA 01420-2,719,3/17/2023 13:40,PAD,37,32,115,5,,
1198,ABA 10420-2,719,3/17/2023 13:40,PAD,37,29,110,10,,
1199,ABA 07420-2,719,3/17/2023 13:40,PAD,37,32,115,5,,
1200,ABA 01120-2,719,3/17/2023 13:40,PAD,37,28,115,5,,
1201,ABA 201114-1 EKS,719,3/17/2023 13:40,PAD,37,33,115,5,,
1202,ABA 210116 EKS,719,3/17/2023 13:40,PAD,37,28,115,5,,
1203,ABA 09420-2,719,3/17/2023 13:40,PAD,37,28,115,5,,
1204,ABA 04420-2,719,3/17/2023 13:40,PAD,37,32,120,,,
1205,ABA 221103,ABA6104,3/19/2023 6:49,JANRI RANTETAMPANG,26,29,100,,,
1206,ABA 220619,ABA6104,3/19/2023 6:49,JANRI RANTETAMPANG,26,29,100,,,
1207,ABA 221130,ABA6104,3/19/2023 6:49,JANRI RANTETAMPANG,26,27,130,5,,
1208,ABA 221128,ABA6104,3/19/2023 6:49,JANRI RANTETAMPANG,26,30,130,5,,
1209,ABA 221126,ABA6104,3/19/2023 6:49,JANRI RANTETAMPANG,26,30,130,5,,
1210,ABA 221139,ABA6104,3/19/2023 6:49,JANRI RANTETAMPANG,26,28,130,5,,
1211,ABA 221125,ABA6104,3/19/2023 6:49,JANRI RANTETAMPANG,26,32,130,5,,
1212,ABA 221123,ABA6104,3/19/2023 6:49,JANRI RANTETAMPANG,26,29,130,5,,
1213,ABA 220609,ABA696,3/19/2023 7:46,JANRI RANTETAMPANG,26,27,115,5,,
1214,ABA 221132,ABA696,3/19/2023 7:46,JANRI RANTETAMPANG,26,28,120,15,,
1215,ABA 220401,ABA696,3/19/2023 7:46,JANRI RANTETAMPANG,26,28,120,5,,
1216,ABA 220717,ABA696,3/19/2023 7:46,JANRI RANTETAMPANG,26,29,115,5,,
1217,ABA220712,ABA696,3/19/2023 7:46,JANRI RANTETAMPANG,26,30,115,5,,
1218,ABA 211021,ABA696,3/19/2023 7:46,JANRI RANTETAMPANG,26,28,125,10,,
1219,ABA 220812,ABA696,3/19/2023 7:46,JANRI RANTETAMPANG,26,30,115,5,,
1220,ABA 220905,ABA696,3/19/2023 7:46,JANRI RANTETAMPANG,26,30,115,15,,
1221,ABA 230209,ABA697,3/19/2023 14:44,JANRI RANTETAMPANG,35,48,115,,,
1222,ABA 230210,ABA697,3/19/2023 14:44,JANRI RANTETAMPANG,35,49,110,5,,
1223,ABA 221009,ABA697,3/19/2023 14:44,JANRI RANTETAMPANG,35,42,125,,,
1224,ABA 220907,ABA697,3/19/2023 14:44,JANRI RANTETAMPANG,35,43,135,,,
1225,ABA 230225,ABA697,3/19/2023 14:44,JANRI RANTETAMPANG,35,46,130,,,
1226,ABA 230224,ABA697,3/19/2023 14:44,JANRI RANTETAMPANG,35,45,130,,,
1227,ABA 221108,ABA697,3/19/2023 14:44,JANRI RANTETAMPANG,35,40,120,,,
1228,ABA 221107,ABA697,3/19/2023 14:44,JANRI RANTETAMPANG,35,48,130,,,
1229,ABA 220314,ABA698,3/20/2023 7:19,JANRI RANTETAMPANG,26.5,31,100,0,,
1230,ABA 220310,ABA698,3/20/2023 7:19,JANRI RANTETAMPANG,26.5,31,100,0,,
1231,ABA 221145,ABA698,3/20/2023 7:19,JANRI RANTETAMPANG,26.5,32,125,10,,
1232,ABA 221147,ABA698,3/20/2023 7:19,JANRI RANTETAMPANG,26.5,36,120,15,,
1233,ABA 221141,ABA698,3/20/2023 7:19,JANRI RANTETAMPANG,26.5,34,125,10,,
1234,ABA 221148,ABA698,3/20/2023 7:19,JANRI RANTETAMPANG,26.5,32,130,5,,
1235,ABA 221111,ABA698,3/20/2023 7:19,JANRI RANTETAMPANG,26.5,31,115,5,,
1236,ABA 221106,ABA698,3/20/2023 7:19,JANRI RANTETAMPANG,26.5,33,100,20,,
1237,ABA 211023,ABA698,3/20/2023 7:19,JANRI RANTETAMPANG,26.5,33,120,15,,
1238,ABA 220704,ABA698,3/20/2023 7:19,JANRI RANTETAMPANG,26.5,31,115,5,,
1239,ABA 221105,ABA6105,3/20/2023 15:02,JANRI RANTETAMPANG,29.2,40,110,0,,
1240,ABA 221102,ABA6105,3/20/2023 15:02,JANRI RANTETAMPANG,29.2,41,110,0,,
1241,ABA 221117,ABA6105,3/20/2023 15:02,JANRI RANTETAMPANG,29.2,37,145,0,,
1242,ABA 221118,ABA6105,3/20/2023 15:02,JANRI RANTETAMPANG,29.2,38,145,0,,
1243,ABA 221121,ABA6105,3/20/2023 15:02,JANRI RANTETAMPANG,29.2,39,145,0,,
1244,ABA 221119,ABA6105,3/20/2023 15:02,JANRI RANTETAMPANG,29.2,37,145,0,,
1245,ABA 221129,ABA6105,3/20/2023 15:02,JANRI RANTETAMPANG,29.2,37,145,0,,
1246,ABA 221127,ABA6105,3/20/2023 15:02,JANRI RANTETAMPANG,29.2,38,150,0,,
1247,ABA 221120,ABA6105,3/20/2023 15:02,JANRI RANTETAMPANG,29.2,39,145,0,,
1248,ABA 221149,ABA6105,3/20/2023 15:02,JANRI RANTETAMPANG,29.2,37,145,0,,
1249,ABA 220617,ABA699,3/20/2023 15:30,JANRI RANTETAMPANG,29.2,42,115,0,,
1250,ABA 220616,ABA699,3/20/2023 15:30,JANRI RANTETAMPANG,29.2,43,115,0,,
1251,ABA 220908,ABA699,3/20/2023 15:30,JANRI RANTETAMPANG,29.2,36,120,0,,
1252,ABA 221012,ABA699,3/20/2023 15:30,JANRI RANTETAMPANG,29.2,38,120,0,,
1253,ABA 220802,ABA699,3/20/2023 15:30,JANRI RANTETAMPANG,29.2,45,120,0,,
1254,ABA 220801,ABA699,3/20/2023 15:30,JANRI RANTETAMPANG,29.2,40,120,0,,
1255,ABA 221115,ABA699,3/20/2023 15:30,JANRI RANTETAMPANG,29.2,36,120,0,,
1256,ABA 220719,ABA699,3/20/2023 15:30,JANRI RANTETAMPANG,29.2,42,125,0,,
1257,ABA 221011,ABA699,3/20/2023 15:30,JANRI RANTETAMPANG,29.2,42,125,0,,
1258,ABA 221002 DT,ABA699,3/20/2023 15:30,JANRI RANTETAMPANG,29.2,37,120,0,,
1259,ABA 221104,ABA6106,3/21/2023 10:12,JANRI RANTETAMPANG,28,40,100,,,
1260,ABA 220904,ABA6106,3/21/2023 10:12,JANRI RANTETAMPANG,28,41,100,,,
1261,ABA 221140,ABA6106,3/21/2023 10:12,JANRI RANTETAMPANG,28,32,135,,,
1262,ABA 221133,ABA6106,3/21/2023 10:12,JANRI RANTETAMPANG,28,34,135,,,
1263,ABA 221135,ABA6106,3/21/2023 10:12,JANRI RANTETAMPANG,28,39,140,,,
1264,ABA 221136,ABA6106,3/21/2023 10:12,JANRI RANTETAMPANG,28,37,140,,,
1265,ABA 221004 DT,ABA6106,3/21/2023 10:12,JANRI RANTETAMPANG,28,36,120,,,
1266,ABA 221146,ABA6106,3/21/2023 10:12,JANRI RANTETAMPANG,28,37,135,,,
1267,ABA 220621,ABA6102,3/22/2023 7:01,JANRI RANTETAMPANG,27,31,100,,,
1268,ABA 220622,ABA6102,3/22/2023 7:01,JANRI RANTETAMPANG,27,30,100,,,
1269,ABA 221010,ABA6102,3/22/2023 7:01,JANRI RANTETAMPANG,27,31,120,,,
1270,ABA 221008,ABA6102,3/22/2023 7:01,JANRI RANTETAMPANG,27,33,120,,,
1271,ABA 221013,ABA6102,3/22/2023 7:01,JANRI RANTETAMPANG,27,36,120,,,
1272,ABA 221015,ABA6102,3/22/2023 7:01,JANRI RANTETAMPANG,27,33,120,,,
1273,ABA 220607,ABA6102,3/22/2023 7:01,JANRI RANTETAMPANG,27,31,120,,,
1274,ABA 221143,ABA6102,3/22/2023 7:01,JANRI RANTETAMPANG,27,32,130,5,,
1275,ABA 221014,ABA6102,3/22/2023 7:01,JANRI RANTETAMPANG,27,36,120,,,
1276,ABA 220716,ABA6102,3/22/2023 7:01,JANRI RANTETAMPANG,27,32,115,5,,
1277,ABA 220902,ABA6103,3/22/2023 10:03,JANRI RANTETAMPANG,31,43,115,,,
1278,ABA 220615,ABA6103,3/22/2023 10:03,JANRI RANTETAMPANG,31,45,115,,,
1279,ABA 220605,ABA6103,3/22/2023 10:03,JANRI RANTETAMPANG,31,39,120,,,
1280,ABA 220606,ABA6103,3/22/2023 10:03,JANRI RANTETAMPANG,31,43,120,,,
1281,ABA 220728,ABA6103,3/22/2023 10:03,JANRI RANTETAMPANG,31,48,120,,,
1282,ABA 220726,ABA6103,3/22/2023 10:03,JANRI RANTETAMPANG,31,41,120,,,
1283,ABA 220720,ABA6103,3/22/2023 10:03,JANRI RANTETAMPANG,31,38,120,,,
1284,ABA 221137,ABA6103,3/22/2023 10:03,JANRI RANTETAMPANG,31,47,135,,,
1285,ABA 220707,ABA6103,3/22/2023 10:03,JANRI RANTETAMPANG,31,37,120,,,
1286,ABA 230201,310,3/23/2023 6:59,JANRI RANTETAMPANG,25,26,60,,,
1287,ABA 221004,310,3/23/2023 6:59,JANRI RANTETAMPANG,25,27,60,,,
1288,ABA 221002,310,3/23/2023 6:59,JANRI RANTETAMPANG,25,26,60,,,
1289,ABA 221001,310,3/23/2023 6:59,JANRI RANTETAMPANG,25,28,60,,,
1290,ABA 221003,310,3/23/2023 6:59,JANRI RANTETAMPANG,25,27,60,,,
1291,ABA 220614,309,3/23/2023 8:03,JANRI RANTETAMPANG,26,28,65,,,
1292,ABA 220613,309,3/23/2023 8:03,JANRI RANTETAMPANG,26,28,65,,,
1293,ABA 220612 MG,309,3/23/2023 8:03,JANRI RANTETAMPANG,26,28,65,,,
1294,ABA 220611 MG,309,3/23/2023 8:03,JANRI RANTETAMPANG,26,29,65,,,
1295,ABA 210906 MG,309,3/23/2023 8:03,JANRI RANTETAMPANG,26,29,65,,,
1296,ABA 210905 MG,309,3/23/2023 8:03,JANRI RANTETAMPANG,26,30,65,,,
1297,ABA 220315,ABA6101,3/24/2023 9:24,NUR HUDHA,29,33,100,5,,
1298,ABA 220316,ABA6101,3/24/2023 9:24,NUR HUDHA,29,33,100,5,,
1299,ABA 220810,ABA6101,3/24/2023 9:24,NUR HUDHA,29,34,120,,,
1300,ABA 220914,ABA6101,3/24/2023 9:24,NUR HUDHA,29,36,120,,,
1301,ABA 220703,ABA6101,3/24/2023 9:24,NUR HUDHA,29,30,115,5,,
1302,ABA 220702,ABA6101,3/24/2023 9:24,NUR HUDHA,29,36,120,,,
1303,ABA 220307,ABA6101,3/24/2023 9:24,NUR HUDHA,29,36,135,,,
1304,ABA 211206,ABA6101,3/24/2023 9:24,NUR HUDHA,29,34,135,,,
1305,ABA 220910,ABA6101,3/24/2023 9:24,NUR HUDHA,29,38,120,,,
1306,ABA 220618,ABA692,3/24/2023 10:46,NUR HUDHA,31,36,100,5,,
1307,ABA 20901,ABA692,3/24/2023 10:46,NUR HUDHA,31,36,100,5,,
1308,ABA 221109,ABA692,3/24/2023 10:46,NUR HUDHA,31,38,120,,,
1309,ABA 221113,ABA692,3/24/2023 10:46,NUR HUDHA,31,36,120,,,
1310,ABA 220909,ABA692,3/24/2023 10:46,NUR HUDHA,31,36,115,5,,
1311,ABA 221144,ABA692,3/24/2023 10:46,NUR HUDHA,31,38,130,5,,
1312,ABA 221142,ABA692,3/24/2023 10:46,NUR HUDHA,31,36,125,10,,
1313,ABA 220312,ABA693,3/24/2023 6:51,NUR HUDHA,26,31,110,,,
1314,ABA 220730,ABA693,3/24/2023 6:51,NUR HUDHA,26,31,120,,,
1315,ABA 221138,ABA693,3/24/2023 6:51,NUR HUDHA,26,34,130,5,,
1316,ABA 220906,ABA693,3/24/2023 6:51,NUR HUDHA,26,29,120,,,
